wl,FSS99,FSS80,FSS60,FSS40,FSS20,FSS10,FSS5,FSS2
510,93.64960745,79.68194596,63.64807546,51.35728031,10.36015479,5.706610919,1.580722466,3.013621403
511,93.72132945,79.74975307,63.68164617,51.37806632,10.3656167,5.714272561,1.58541873,3.017505623
512,93.727408,79.75798476,63.66303913,51.40485137,10.36684833,5.712945895,1.589005954,3.01802098
513,93.74660941,79.79613608,63.64811105,51.41333177,10.35284431,5.705060106,1.581164808,3.001940423
514,93.74476008,79.82000283,63.60382156,51.40557256,10.34085127,5.690251451,1.558301923,2.997813441
515,93.73221976,79.80361368,63.59784516,51.41668578,10.33792953,5.684955422,1.555701417,3.00138614
516,93.65232304,79.81173202,63.68063711,51.46744394,10.3443569,5.697966331,1.555503506,3.016030834
517,93.68644687,79.87643117,63.75234787,51.52957336,10.3670186,5.709084053,1.567929943,3.033319276
518,93.74730142,79.96373059,63.86451512,51.59402395,10.36877166,5.711275608,1.578235178,3.036019772
519,93.75391302,79.98098175,63.8738765,51.61339185,10.3851374,5.727730319,1.59628084,3.040525476
520,93.79913968,80.00385255,63.82951739,51.59455475,10.39346878,5.734708544,1.618611738,3.045888466
521,93.67753793,79.91270581,63.78562498,51.55663758,10.38696018,5.737740152,1.609323628,3.038080077
522,93.55068408,79.75616867,63.73934618,51.49523676,10.40048618,5.755148557,1.61409417,3.048020508
523,93.56378657,79.76501819,63.72689623,51.49076136,10.39157288,5.732803079,1.59910365,3.045020954
524,93.68710868,79.90043117,63.85068446,51.58487398,10.40694666,5.747244737,1.600225431,3.061219068
525,93.88538973,80.1947914,64.104903,51.83976209,10.46317531,5.772733638,1.623704802,3.093941811
526,94.40696473,81.18949563,65.11997248,52.72944742,10.63713302,5.851238608,1.651008545,3.147252884
527,95.25159495,83.50812926,67.75012377,55.01602357,11.11821076,6.114527131,1.728982504,3.301551149
528,95.99114979,85.55473157,70.11976951,57.08558768,11.549297,6.344099775,1.795330864,3.427278627
529,96.38160932,86.4352248,70.97202529,57.80718912,11.7074728,6.432698185,1.826268643,3.479610503
530,96.20747033,86.00571024,70.51022569,57.41940389,11.63394292,6.402449538,1.816600602,3.467756498
531,95.5897286,84.23942483,68.46337408,55.63520301,11.27228917,6.197554518,1.762578108,3.362410693
